id,bank,term_months,table_name,coefficient,is_active,created_at,agreement_id,safety_margin,operation_type,margin_type
271,PH Tech,24,"3418349 - DIG+ SIAPE CLT - REFIN COMPRA DE DIVIDA CC - 3,49%",0.0659208820,t,2025-11-20 13:33:21.347797,12,20.00,credit_card,percentual
278,PH Tech,24,"3418399 - DIG+ SIAPE CLT - REFIN COMPRA DE DIVIDA CC - 3,99%",0.0697213930,t,2025-11-20 13:33:21.347797,12,20.00,credit_card,percentual
287,PH Tech,48,"3418449 - DIG+ SIAPE CLT - REFIN COMPRA DE DIVIDA CC - 4,49%",0.0547834140,t,2025-11-20 13:33:21.347797,12,20.00,credit_card,percentual
288,PH Tech,60,"3418449 - DIG+ SIAPE CLT - REFIN COMPRA DE DIVIDA CC - 4,49%",0.0518721970,t,2025-11-20 13:33:21.347797,12,20.00,credit_card,percentual
276,PH Tech,84,"3418349 - DIG+ SIAPE CLT - REFIN COMPRA DE DIVIDA CC - 3,49%",0.0393475390,t,2025-11-20 13:33:21.347797,12,20.00,credit_card,percentual
374,NEO,96,NCDT_096-359_372490 - CC-CB_CD,0.0372490470,t,2025-11-20 14:18:09.967951,13,0.00,credit_card,percentual
268,PH Tech,72,"3418299 - DIG+ SIAPE CLT - REFIN COMPRA DE DIVIDA CC - 2,99%",0.0359996470,t,2025-11-20 13:33:21.347797,12,20.00,credit_card,percentual
372,NEO,96,NCDT_096-319_336350 - CC-CB_CD,0.0336350900,t,2025-11-20 14:18:09.967951,13,0.00,credit_card,percentual
375,NEO,96,NCDT_096-379_390892 - CC-CB_CD,0.0390892080,t,2025-11-20 14:18:09.967951,13,0.00,credit_card,percentual
364,NEO,96,NCDT_096-339_354302 - CC-CB_CD,0.0354302180,t,2025-11-20 14:18:09.967951,13,0.00,benefit_card,percentual
450,Banco Teste,60,Tabela Teste Percentual,0.0216000000,t,2025-11-25 15:25:38.158129,12,10.00,credit_card,percentual
451,Banco Teste,60,Tabela Teste Fixo,0.0220000000,t,2025-11-25 15:27:12.159414,12,50.00,credit_card,fixo
363,NEO,96,NCDT_096-319_336350 - CC-CB_CD,0.0336350900,t,2025-11-20 14:18:09.967951,13,0.00,benefit_card,percentual
367,NEO,96,NCDT_096-399_409485 - CC-CB_CD,0.0409485000,t,2025-11-20 14:18:09.967951,13,0.00,benefit_card,percentual
54,PH Tech,24,"1115299 - DIG+ GOV SAO PAULO - REFIN COMPRA DE DIVIDA CB - 2,99%",0.0621784210,t,2025-11-20 03:29:55.266703,10,10.00,benefit_card,percentual
70,PH Tech,48,"1115399 - DIG+ GOV SAO PAULO - REFIN COMPRA DE DIVIDA CB - 3,99%",0.0502146680,t,2025-11-20 03:29:55.266703,10,10.00,benefit_card,percentual
75,PH Tech,24,"1115449 - DIG+ GOV SAO PAULO - REFIN COMPRA DE DIVIDA CB - 4,49%",0.0735307630,t,2025-11-20 03:29:55.266703,10,10.00,benefit_card,percentual
99,PH Tech,60,"1118349 - DIG+ GOV SAO PAULO - REFIN COMPRA DE DIVIDA CC - 3,49%",0.0425059830,t,2025-11-20 03:29:55.266703,10,10.00,credit_card,percentual
78,PH Tech,60,"1115449 - DIG+ GOV SAO PAULO - REFIN COMPRA DE DIVIDA CB - 4,49%",0.0517936130,t,2025-11-20 03:29:55.266703,10,10.00,benefit_card,percentual
53,PH Tech,96,"1115259 - DIG+ GOV SAO PAULO - REFIN COMPRA DE DIVIDA CB - 2,59%",0.0299093150,t,2025-11-20 03:29:55.266703,10,10.00,benefit_card,percentual
94,PH Tech,84,"1118299 - DIG+ GOV SAO PAULO - REFIN COMPRA DE DIVIDA CC - 2,99%",0.0345681660,t,2025-11-20 03:29:55.266703,10,10.00,credit_card,percentual
66,PH Tech,84,"1115349 - DIG+ GOV SAO PAULO - REFIN COMPRA DE DIVIDA CB - 3,49%",0.0393010700,t,2025-11-20 03:29:55.266703,10,10.00,benefit_card,percentual
