id,lead_id,user_id,campaign_id,status,ordem_fila,data_primeiro_atendimento,data_ultimo_atendimento,created_at,updated_at
12302,283,30,3,novo,283,,,2025-12-15 23:41:57.28272,2025-12-15 23:41:57.28272
12304,285,30,3,novo,285,,,2025-12-15 23:41:57.394391,2025-12-15 23:41:57.394391
12306,287,30,3,novo,287,,,2025-12-15 23:41:57.505795,2025-12-15 23:41:57.505795
12308,289,30,3,novo,289,,,2025-12-15 23:41:57.6173,2025-12-15 23:41:57.6173
12310,291,30,3,novo,291,,,2025-12-15 23:41:57.729718,2025-12-15 23:41:57.729718
12312,293,30,3,novo,293,,,2025-12-15 23:41:57.841139,2025-12-15 23:41:57.841139
12314,295,30,3,novo,295,,,2025-12-15 23:41:57.959542,2025-12-15 23:41:57.959542
12316,297,30,3,novo,297,,,2025-12-15 23:41:58.076255,2025-12-15 23:41:58.076255
12318,299,30,3,novo,299,,,2025-12-15 23:41:58.189698,2025-12-15 23:41:58.189698
12320,301,30,3,novo,301,,,2025-12-15 23:41:58.302154,2025-12-15 23:41:58.302154
12322,303,30,3,novo,303,,,2025-12-15 23:41:58.415585,2025-12-15 23:41:58.415585
12324,305,30,3,novo,305,,,2025-12-15 23:41:58.527358,2025-12-15 23:41:58.527358
12326,307,30,3,novo,307,,,2025-12-15 23:41:58.63901,2025-12-15 23:41:58.63901
12328,309,30,3,novo,309,,,2025-12-15 23:41:58.752664,2025-12-15 23:41:58.752664
12330,311,30,3,novo,311,,,2025-12-15 23:41:58.864405,2025-12-15 23:41:58.864405
12332,313,30,3,novo,313,,,2025-12-15 23:41:58.975548,2025-12-15 23:41:58.975548
12334,315,30,3,novo,315,,,2025-12-15 23:41:59.090361,2025-12-15 23:41:59.090361
12336,317,30,3,novo,317,,,2025-12-15 23:41:59.213711,2025-12-15 23:41:59.213711
12239,220,30,3,novo,220,,,2025-12-15 23:41:53.569083,2025-12-15 23:41:53.569083
12241,222,30,3,novo,222,,,2025-12-15 23:41:53.68277,2025-12-15 23:41:53.68277
12243,224,30,3,novo,224,,,2025-12-15 23:41:53.797345,2025-12-15 23:41:53.797345
12245,226,30,3,novo,226,,,2025-12-15 23:41:53.911523,2025-12-15 23:41:53.911523
12247,228,30,3,novo,228,,,2025-12-15 23:41:54.02405,2025-12-15 23:41:54.02405
12249,230,30,3,novo,230,,,2025-12-15 23:41:54.137382,2025-12-15 23:41:54.137382
12251,232,30,3,novo,232,,,2025-12-15 23:41:54.256034,2025-12-15 23:41:54.256034
12253,234,30,3,novo,234,,,2025-12-15 23:41:54.368432,2025-12-15 23:41:54.368432
12255,236,30,3,novo,236,,,2025-12-15 23:41:54.480659,2025-12-15 23:41:54.480659
12257,238,30,3,novo,238,,,2025-12-15 23:41:54.740101,2025-12-15 23:41:54.740101
12259,240,30,3,novo,240,,,2025-12-15 23:41:54.851995,2025-12-15 23:41:54.851995
12261,242,30,3,novo,242,,,2025-12-15 23:41:54.963127,2025-12-15 23:41:54.963127
12263,244,30,3,novo,244,,,2025-12-15 23:41:55.074845,2025-12-15 23:41:55.074845
12265,246,30,3,novo,246,,,2025-12-15 23:41:55.187435,2025-12-15 23:41:55.187435
12267,248,30,3,novo,248,,,2025-12-15 23:41:55.299419,2025-12-15 23:41:55.299419
12269,250,30,3,novo,250,,,2025-12-15 23:41:55.41098,2025-12-15 23:41:55.41098
12271,252,30,3,novo,252,,,2025-12-15 23:41:55.524696,2025-12-15 23:41:55.524696
12273,254,30,3,novo,254,,,2025-12-15 23:41:55.638306,2025-12-15 23:41:55.638306
12275,256,30,3,novo,256,,,2025-12-15 23:41:55.749622,2025-12-15 23:41:55.749622
12277,258,30,3,novo,258,,,2025-12-15 23:41:55.861269,2025-12-15 23:41:55.861269
12279,260,30,3,novo,260,,,2025-12-15 23:41:55.972774,2025-12-15 23:41:55.972774
12281,262,30,3,novo,262,,,2025-12-15 23:41:56.109438,2025-12-15 23:41:56.109438
12283,264,30,3,novo,264,,,2025-12-15 23:41:56.220472,2025-12-15 23:41:56.220472
12285,266,30,3,novo,266,,,2025-12-15 23:41:56.331694,2025-12-15 23:41:56.331694
12287,268,30,3,novo,268,,,2025-12-15 23:41:56.443452,2025-12-15 23:41:56.443452
12289,270,30,3,novo,270,,,2025-12-15 23:41:56.557083,2025-12-15 23:41:56.557083
12291,272,30,3,novo,272,,,2025-12-15 23:41:56.668274,2025-12-15 23:41:56.668274
12293,274,30,3,novo,274,,,2025-12-15 23:41:56.77934,2025-12-15 23:41:56.77934
12295,276,30,3,novo,276,,,2025-12-15 23:41:56.891174,2025-12-15 23:41:56.891174
12297,278,30,3,novo,278,,,2025-12-15 23:41:57.002318,2025-12-15 23:41:57.002318
12299,280,30,3,novo,280,,,2025-12-15 23:41:57.115071,2025-12-15 23:41:57.115071
12301,282,30,3,novo,282,,,2025-12-15 23:41:57.227442,2025-12-15 23:41:57.227442
12303,284,30,3,novo,284,,,2025-12-15 23:41:57.338906,2025-12-15 23:41:57.338906
12305,286,30,3,novo,286,,,2025-12-15 23:41:57.450476,2025-12-15 23:41:57.450476
12307,288,30,3,novo,288,,,2025-12-15 23:41:57.561909,2025-12-15 23:41:57.561909
12309,290,30,3,novo,290,,,2025-12-15 23:41:57.673533,2025-12-15 23:41:57.673533
12311,292,30,3,novo,292,,,2025-12-15 23:41:57.785665,2025-12-15 23:41:57.785665
12313,294,30,3,novo,294,,,2025-12-15 23:41:57.897031,2025-12-15 23:41:57.897031
12315,296,30,3,novo,296,,,2025-12-15 23:41:58.020691,2025-12-15 23:41:58.020691
12317,298,30,3,novo,298,,,2025-12-15 23:41:58.132534,2025-12-15 23:41:58.132534
12319,300,30,3,novo,300,,,2025-12-15 23:41:58.24627,2025-12-15 23:41:58.24627
12321,302,30,3,novo,302,,,2025-12-15 23:41:58.35995,2025-12-15 23:41:58.35995
12323,304,30,3,novo,304,,,2025-12-15 23:41:58.471597,2025-12-15 23:41:58.471597
12325,306,30,3,novo,306,,,2025-12-15 23:41:58.583618,2025-12-15 23:41:58.583618
12327,308,30,3,novo,308,,,2025-12-15 23:41:58.696239,2025-12-15 23:41:58.696239
12329,310,30,3,novo,310,,,2025-12-15 23:41:58.809363,2025-12-15 23:41:58.809363
12331,312,30,3,novo,312,,,2025-12-15 23:41:58.920392,2025-12-15 23:41:58.920392
12333,314,30,3,novo,314,,,2025-12-15 23:41:59.031364,2025-12-15 23:41:59.031364
12335,316,30,3,novo,316,,,2025-12-15 23:41:59.152261,2025-12-15 23:41:59.152261
12337,318,30,3,novo,318,,,2025-12-15 23:41:59.273271,2025-12-15 23:41:59.273271
12092,5,30,3,em_atendimento,73,2025-12-15 23:43:09.58,2025-12-15 23:43:09.58,2025-12-14 11:48:57.833913,2025-12-15 23:43:09.58
100,100,30,3,em_atendimento,50,2025-12-13 17:17:28.486,2025-12-13 17:17:28.486,2025-12-12 00:50:10.353406,2025-12-13 17:17:28.486
108,103,30,3,em_atendimento,53,2025-12-13 17:53:55.946,2025-12-13 17:54:14.772,2025-12-13 17:15:08.960834,2025-12-13 17:54:14.772
110,105,30,3,vendido,55,2025-12-13 18:38:42.797,2025-12-13 18:38:58.746,2025-12-13 17:15:09.083553,2025-12-13 18:38:58.746
115,110,30,3,em_atendimento,60,2025-12-13 23:20:55.89,2025-12-13 23:20:55.89,2025-12-13 17:15:09.391832,2025-12-13 23:20:55.891
120,115,30,3,em_atendimento,65,2025-12-14 03:10:53.577,2025-12-14 03:10:53.577,2025-12-13 17:15:09.694268,2025-12-14 03:10:53.577
